cluster_id,behavior_signature,medoid_legacy_id,member_count,selected_seed,recheck_candidates_selected,selection_reason
cluster_4586a070024ed4d2e8e1,"three_month_change_gross_profit_to_assets::(group_rank(ts_delta(field,#)/cap,industry))*rank(ts_mean(volume,#)/field#)",legacy_f21b6550d6f0fee59fa7ac9f,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4593c9ac039f1387db99,"cashflow::group_neutralize(rank(field/cap),bucket(rank(cap),field=""#,#,#""))",legacy_84534ccbcc3e663b826f9e53,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_459b3402a86e750e6064,"gross_profit_to_assets_ratio::group_neutralize(ts_zscore(field,#),subindustry)",legacy_bbe236c4341df73b398fdf7b,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45a0a2d6d2963979b50f,"anl4_fs_detail_estimates_advanced_af_nd_totassets_low::group_neutralize(ts_zscore(field/cap,#),sector)",legacy_6fb6775b8112ba4e4e12d023,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45a295d616373ac29473,"net_debt_max_guidance_qtr::group_neutralize(ts_zscore(field,#),subindustry)",legacy_43ded748c2dc89e3b15fe0e1,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45ac366e979daa2d6737,"mdl177_historicalgrowthfactor_chg3ycfast_alt::ts_rank(field#field,#)",legacy_affccaf8426a0e1552b74c52,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45af263724122db36197,"min_free_cashflow_per_share_guidance::group_neutralize(ts_rank(ts_delta(field,#)/cap,#),subindustry)",legacy_bd2d5b07c2e09ee57a951587,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45cefc9513c39082f049,"max_ebitda_guidance::group_neutralize(ts_zscore(field/cap,#),industry))+(rank(ts_delta(ts_mean(close,#),#))",legacy_133327759b2d24d02152be96,4,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45d82fcc4d29cb3fd4cf,"max_operating_cashflow_guidance::group_neutralize(ts_zscore(field/cap,#),subindustry)",legacy_aefe8c5d52852cd2dfeaa369,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45e5c1a422a1ce355d7a,"min_free_cashflow_per_share_guidance::group_rank(field,subindustry)",legacy_f77ae1c26747d578485896ef,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45e5c78800765a945560,"six_month_eps_revision_fy2::group_neutralize(-ts_zscore(ts_delta(field,#),#)*rank(ts_mean(volume,#)/field#),subindustry)",legacy_256a394a813c9348c8e42c24,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45f35826a0e8acb0b732,"annualized_pd_6_month_jc5::group_neutralize(rank(ts_delta(field,#)),market)",legacy_1c9e8eb9dbfe7355c058358b,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45f66ef357d13fa4fbd1,"cashflow_dividends|debt_issuance_costs_expense::group_neutralize(ts_zscore(field/cap,#)-ts_zscore(field/cap,#),subindustry)",legacy_d44c1f9660b744855b500c0f,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45fbc8e12d6fbe8bf5ee,"mdl177_valanalystmodel_qva_cashflow::group_neutralize(ts_rank(ts_delta(field#field,#)/cap,#),industry)",legacy_6fd0c27fbc027ab7cd06a3d3,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_45fcfbb5aab9a3838d9e,"mdl177_2_deepvaluefactor_coreepsp::(group_rank(field#field/cap,market))*rank(ts_mean(volume,#)/field#)",legacy_bcf3f1817d7635b2ca38ec1d,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4605e0230cfe6030113a,"fnd6_cptnewqv1300_epsx12::(group_rank(ts_delta(field#field#,#)/cap,industry))*rank(ts_mean(volume,#)/field#)",legacy_08e58027570848d1e0f7492f,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_460e30189dfe93fa3694,"fnd6_cptnewqv1300_saleq::rank(ts_rank(field#field/close,#))",legacy_3a18ce11ca4ec1980ddc12c1,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_461d03a07fae657a359c,"assets_fair_value_lvl2::group_rank(ts_delta(field,#)/cap,market))+(ts_rank(vwap/close,#)",legacy_1ec0dcabb31bc02cfd4eb4ec,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_463021980d82c10d094b,"stddev_fy1_eps_estimates_to_price::group_neutralize(ts_rank(ts_delta(field,#)/cap,#),sector)",legacy_02038e3cf2c7d696a3fc147f,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46355101cdb8d9a60a79,"fnd6_xopr::group_rank((field/cap),subindustry)",legacy_2b91028a4b85446255a6373c,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46370b985635bc5f87cf,"intangible_assets_total_amortization::group_rank(ts_delta(field,#)/cap,sector))+(ts_rank(vwap/close,#)",legacy_53e33b33b0ceefbe7d4ad337,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4638982fc9916e9c3fe0,"net_deferred_tax_assets_liabilities::group_neutralize(ts_zscore(field/cap,#),sector)",legacy_a5b979d00d502dfe1ee7f230,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_463af483b310b067bfb3,"fnd6_dm::ts_rank((field/cap),#)",legacy_51f0282b777120b89dc47ac6,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_463b70b11715be820ec8,"debt_st|return_assets::group_neutralize(rank(field/cap)rank(field/cap),subindustry)",legacy_a86fe58cb7905edced0f1027,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46416a8e6748b72aebff,"gross_profit_to_assets_ratio::(group_rank(ts_delta(field,#)/cap,subindustry))*rank(volume/field#)",legacy_1cf3de575452dac0133f2df4,8,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_464359e5b78484475b2b,"anl4_fs_guidances_advanced_qf_nd_netprofita_minguidance::group_neutralize(ts_zscore(field,#),subindustry)",legacy_01b18ac210414be7d3897aa0,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_464cd23259cf6be295c9,"fnd6_newa2v1300_ppent::ts_rank((field#field/cap),#)",legacy_9da6e5609456af8be60a31d2,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4655eda07a684ea21add,"anl4_fs_guidances_advanced_af_nd_totassets_minguidance|fnd6_cptnewqv1300_opepsq::group_neutralize(rank(field#field/cap)rank(field/cap),subindustry)",legacy_37b6def13701fba597433c07,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_465b049978a9bed4a47b,"bookvalue_ps::group_neutralize(ts_zscore(field/cap,#)+(ts_rank(vwap/close,#)),industry)",legacy_b8c3a47c05373ab7c020e80a,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4660ef1f5575cecd76d6,"mdl77_rel5yebitdap::group_neutralize((ts_zscore(field#field/cap,#)-ts_zscore(field#field/cap,#))*rank(ts_mean(volume,#)/field#),sector)",legacy_bb31a579a10a1f22a3441bd0,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4662e6c7571ef7153d3c,"correlation_last_90_days_spy::group_rank(ts_mean(field#field,#),subindustry)",legacy_54021dfac50ec63c7cda5078,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_466761a498acdf620145,"min_stock_option_expense_guidance::group_rank(field/cap,subindustry)",legacy_f617816b1d008aa70390f750,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_466fd7bc29672c83d741,"fnd6_cptmfmq_opepsq::group_neutralize(ts_zscore(field/cap,#)+(ts_rank(vwap/close,#)),market)",legacy_35d65f0ec61b18ff9c609107,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_468ac189dfb8407526ef,"fnd6_pifo::ts_rank((field/cap),#)",legacy_5f9c4d4cbcfd87a888abae61,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_469410101d385c084b45,"assets_fair_value_lvl1::(group_rank(field/cap,subindustry))*rank(volume/(#+field#))",legacy_e12b86d4f4966751ebe701ce,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46991e80bd6f711d6391,"fnd6_newqv1300_epspiq::group_neutralize(ts_zscore(field#field,#),subindustry)",legacy_e9e48f7cd791baceddedddac,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4699315e9a43a74c7290,"anl4_fs_guidances_advanced_qf_nd_netprofita_maxguidance::group_neutralize(ts_zscore(field/cap,#)*rank(ts_mean(volume,#)/field#),sector)",legacy_94e6bed33e4a65ed35fb08c1,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46a0f027277f04356af4,"fnd6_drc::group_rank(ts_delta(field,#)/cap,subindustry)",legacy_0c84c94aa2ee043a36d8ccc3,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46aab15e1807d92debd0,"new_shares_issued_count::group_neutralize(-ts_zscore(ts_delta(field,#),#)*rank(ts_mean(volume,#)/field#),subindustry)",legacy_26ea74b3a53930f7381ce95d,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46b4b43d46358e4dba30,"operating_profit_before_depr_amort::group_neutralize(ts_rank(ts_delta(field,#)/cap,#),industry)",legacy_e6c4fb79487fc9a927faf8ac,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46b84a6234368d0c6e6a,"fnd6_rea::group_rank((field/cap),industry)",legacy_795953119174e416f1a136eb,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46b992b90be48937ff1d,"dividends_to_gross_profit|max_adjusted_net_income_guidance::group_neutralize(rank(field/cap)rank(field/cap),subindustry)",legacy_f3d2d17efe7636cd70b9843b,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46bce332f8126d9cc3b1,"probability_dist_b_minus::group_neutralize(rank(ts_delta(field,#)),industry)",legacy_2244de61b82df1939ea186d5,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46bf1703973bf30ca38e,"fnd6_acox|fnd6_itci::group_rank(field,sector)-group_rank(field,sector)",legacy_30aa273bdb6beed4f3ca9f65,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46c9a30f6c9e5753924a,"mdl177_2_managementqualityfactor_equityto::group_neutralize(rank(ts_delta(field#field,#)),industry)",legacy_1272a5923fcf7bff8d150709,3,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46de8aa82fbbfad201b9,"fnd6_mfma2_opeps|mdl177_industryrrelativevaluefactor_curindebitdap__alt::group_neutralize(ts_corr(rank(field/cap),rank(field#field/cap),#),industry)",legacy_33635c013d90cc545f312fb1,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46f10259e7580e797c2f,"mdl77_valueanalystmodelqva_yoychgshares::group_neutralize(ts_zscore(field#field,#),sector)",legacy_41b20c2ac85026cd43407e48,3,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46f3806de6c04bcfc4b0,"anl4_fs_detail_estimate_1qf_v4_nd_ebitda_low::group_neutralize(ts_zscore(field/cap,#)-ts_zscore(field/cap,#),sector)",legacy_3fc543def647d7eca6488f1f,3,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46f5a64213d3840f11a6,"fnd6_newa2v1300_rdipeps::group_neutralize(ts_zscore(field#field,#),subindustry)",legacy_da290dfd283f3dabd3dd49ef,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_46fb4cfeb89aa522d8e7,"fnd6_ivaco|return_equity::group_rank((field/cap)-(field/cap),industry)",legacy_a38229c5013b0c0633a8b16e,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4708c9978466c6c7eb3f,"cogs|fnd6_newa2v1300_rdipeps::group_rank((field/cap)-(field#field/cap),subindustry)",legacy_ae918dd0113d5db1f54f5bf8,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_470a1f1b2e2a4816f84b,"anl4_fs_detail_estimate_1qf_v4_nd_totassets_median::group_neutralize(rank(ts_mean(field/cap,#)),industry)",legacy_685bd6dceefca7992556e105,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_470d3c916907faa396d5,"fnd6_adesinda_curcd|liabilities::group_rank((field/cap)-(field/cap),industry)",legacy_f4bc13ef736b0dfde4a13b31,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_471c31ec2e4d3d655d7a,"mdl177_liquidityriskfactor_de_alt::ts_rank(field#field,#)",legacy_a4157d016a654f547548b475,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_471ef5491441cf9cb837,"max_ebitda_guidance::group_neutralize(ts_zscore(field,#),subindustry)",legacy_09888d6d75b534dce4e0b984,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47234cd373fd6ed60053,"retained_earnings::group_rank(field/cap,subindustry)",legacy_ac42eadf1c519c0cbb303e8b,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_472d429ffb2dc54f7dad,"fnd6_currencyqv1300_curcd|mdl177_industryrrelativevaluefactor_curindbp_|selling_general_admin_expense_max_guidance_qtr::group_neutralize(rank(field#field)*rank(field#field)*rank(field),bucket(rank(cap),field=""#,#,#""))",legacy_42e3a4ed87e1d77b0684ac69,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_473f95226a482700a6d1,"sales_estimate_count_2::group_neutralize(ts_zscore(field/cap,#)-ts_zscore(field/cap,#),sector)",legacy_44e80308d6287cde6d12e7ba,3,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_475898810fcc11afee85,"anl4_fs_guidances_advanced_qf_nd_ebitda_maxguidance::group_neutralize(rank(ts_zscore(field/cap,#))*rank(#/(#+ts_std_dev(returns,#))),industry)",legacy_20a7f16b7377eed6081a5730,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_475c2f42e16732cc33ac,"mdl77_400_curindebitdap_::group_neutralize(ts_zscore(field#field#field/cap,#),market)",legacy_f2d326ef805ddad59d716278,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4763058e4a6d79671177,"fscore_bfl_profitability::group_rank(ts_mean(field,#),subindustry)",legacy_d43acb0d2b24b2da34a49611,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47685eb19eee5d2b05e3,"assets::(group_rank(field/cap,sector))*rank(ts_mean(volume,#)/field#)",legacy_3879759c25738444688b8c65,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47698e22a2d5b7faf95d,"mdl177_industryrrelativevaluefactor_curindebitdap__alt::group_neutralize(ts_zscore(field#field/cap,#)*rank(ts_std_dev(returns,#)),sector)",legacy_a57525636b26f13545a00dd9,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_477dfc911194ea5453a3,"fnd6_mrc5::group_rank((field/cap),industry)",legacy_4c10cd211f234e3e17f33764,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_477fc11b51afd02fb2ad,"annualized_pd_3_month_jc7::group_neutralize(ts_zscore(field,#)*rank(ts_mean(volume,#)/field#),market)",legacy_3dbffba3916d57550c7f58c8,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47805dd796ddfe89c627,"anl4_afv4_median_eps::group_rank(field,subindustry)",legacy_d5634c714437a57644e482a5,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_478dfc70a173b7ab2918,"recurring_assets_fair_value_level3::group_neutralize(ts_zscore(field/cap,#),sector)",legacy_ba1d31eafa053d45456525f1,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_478e83c6f411a4560507,"fnd6_cik::group_neutralize(rank(ts_mean(field/cap,#)),subindustry)",legacy_0dac5a929f8b098929f4b0ec,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47bf44416137f54b9ad4,"fnd6_acox::ts_rank((field/cap),#)",legacy_c9dbbd83c1747ea9e020074d,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47c0d4dcc329b2c210fd,"capex_to_total_assets::group_neutralize((group_rank(field/cap,subindustry))+(rank(ts_delta(close,#))),subindustry)",legacy_50a2700736b0124b45395933,5,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47c4a17b9e879019c2cb,"cashflow_op|enterprise_value::group_rank((field/cap)-(field/cap),industry)",legacy_19be238255c51eb93f4f9fd7,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47ccdd0651ff015e8b74,"fnd6_aox::group_rank(ts_mean((field/cap),#),subindustry)",legacy_20fcab3ada5c4f35dd516670,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47d88716f2eafae2788a,"fnd6_dxd3::group_rank(ts_mean((field/cap),#),subindustry)",legacy_c2b6da89ab798570b7b5c6af,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47d9b319ea2720bd1e37,"intangible_assets_total_amortization::group_neutralize(ts_zscore(field/cap,#),sector)",legacy_32d8c705788181b950c54fc3,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47e42525a58d454fd188,"equity|liabilities_curr::group_rank((field/cap)-(field/cap),subindustry)",legacy_9d25e4f1d24e899aabc845db,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47e609c8cdaeb5f9eda1,"return_equity::group_rank((field/cap),subindustry)",legacy_3f86033ca10eb87e699219ca,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47eafc00517a1d0415b5,"cashflow_dividends|fnd6_mrcta::group_neutralize(rank(field/cap)rank(field/cap),subindustry)",legacy_1cf8db45a2ecbed844103a82,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47ee802ac14b02d1516c,"fnd6_newa2v1300_rdipd::group_neutralize(ts_zscore(field#field,#),subindustry)",legacy_6c83e8689c9c880543c4cf02,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47f23db59cdd3d3a8d95,"fnd6_newqv1300_drltq::group_rank(ts_mean((field#field/cap),#),subindustry)",legacy_6174a4b9ea43505975fb96bc,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47f5d57613ef5da6ae4f,"anl4_fs_detail_estimates_advanced_af_nd_ebitda_number::group_neutralize(ts_zscore(field/cap,#)-ts_zscore(field/cap,#),sector)",legacy_6e3334a7825e4685a5e5269a,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_47ff4ac1c1c1563e4e4a,"anl4_ebitda_value::group_neutralize(ts_zscore(((group_rank(ts_delta(field,#)/cap,industry))+(ts_rank(vwap/close,#))),#),subindustry)",legacy_02e0bd70a49dab49ec785012,25,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_480d90c5dbbca26fa351,"stddev_fy2_eps_estimates_to_price::group_neutralize(ts_rank(ts_delta(field,#)/cap,#),industry)",legacy_4080be46bf5b70284d75e611,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_480e0aaeb95cc481c02b,"cogs::group_neutralize(rank(ts_mean(field/cap,#)),subindustry)",legacy_4316a085a7e476c2fb22ab55,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_481b7c7ff5e9759b56fb,"fnd6_acdo|sales::group_rank((field/cap)-(field/cap),subindustry)",legacy_cbb6de84c9a345084e9f42c1,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4840892f36d1fdadbaba,"fnd6_newqv1300_oepsxq::group_neutralize(ts_zscore(field#field,#),subindustry)",legacy_ea23953aabd24cce8179c1b5,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48473961135ced3f8cd7,"anl4_fs_guidances_advanced_af_nd_ebitda_minguidance::(group_rank(ts_delta(field,#)/cap,subindustry))*rank(volume/field#)",legacy_fc71eff969bb2f6b3196c105,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4848317419e3c0039e41,"mdl177_v1_400_booklev::group_neutralize(ts_rank(ts_delta(field#field#field,#)/cap,#),market)",legacy_a00659e4a2567e72472bd094,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48487ab966bde0de3dde,"recurring_assets_fair_value_2::group_neutralize(ts_zscore(field,#),subindustry)",legacy_df8822f1a3fcfb7967781ec4,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4859ca00131726fba218,"fnd6_acdo|fnd6_dlto::group_rank((field/cap)-(field/cap),industry)",legacy_582ed49afdd5073659e4ea73,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_485b7ef40f570306a274,"anl4_fs_detail_estimate_1qf_v4_nd_ebitda_number::group_neutralize((group_rank(field/cap,market))*rank(ts_std_dev(returns,#)),market)",legacy_519a9a37966e4e002e12f622,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_486004a46b43091cf4a8,"debt_st|fnd6_mrcta::group_rank((field/cap)-(field/cap),subindustry)",legacy_db479643679b0317a78c281d,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48632a676d435b9cd35a,"fnd6_newa1v1300_epspi::group_neutralize(ts_rank(ts_delta(field#field,#)/cap,#),industry)",legacy_9e55763bf869c9c78f1be79c,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4863c0f957ed98506ac7,"mdl177_deepvaluefactor_ebitdaev_alt::(group_rank(ts_delta(field#field,#)/cap,sector))*rank(ts_mean(volume,#)/field#)",legacy_3d79cbdd5c97a9abdd564f12,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4875040ad834970b1216,"fnd6_niadj::group_rank(ts_decay_linear((field/cap),#),industry)",legacy_33854358427641bf75ad9897,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4875466ecd5a3aa2f69b,"mdl177_2_globaldevnorthamerica_v502_ebitdaev::(group_rank(ts_delta(field#field#field,#)/cap,sector))*rank(ts_mean(volume,#)/field#)",legacy_b04f7fc16b6e27674c856a02,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4875b55e74cb5a5a2153,"mdl53_implied_spreads::group_neutralize(rank(ts_delta(field#field,#)),market)",legacy_873f9b9c468546824d3887e1,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_487b4b4a36d0fda29d04,"annualized_pd_6_month_ms5::group_neutralize(ts_zscore(field,#)*rank(ts_mean(volume,#)/field#),market)",legacy_1635f871c1661ea89e732776,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_487e56a6a0ca3b4c4505,"correlation_last_60_days_spy::group_rank(field#field/cap,subindustry)",legacy_93554b293603660f08f452e4,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4885795f6282c0675138,"mdl177_2_growthanalystmodel_qga_epscapex::group_rank(ts_delta(field#field,#)/cap,market)",legacy_431dc12d66e972585b0b72ca,4,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48879ed4f1276e86c183,"mdl77_growthanalystmodel_qga_opmarginsales::group_neutralize(ts_zscore(field#field/cap,#)*rank(ts_mean(volume,#)/field#),sector)",legacy_6d9190317ceb7deb5f0951c4,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_488af4911a883521fbf0,"fnd6_cptnewqv1300_nopiq::group_neutralize(rank(field#field/cap),bucket(rank(cap),field=""#,#,#""))",legacy_e9af35abb1f923f18095e4a7,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_4896c7406292ab181e67,"mdl177_fa_rel5yebitdap::group_neutralize(ts_zscore(field#field,#),subindustry)",legacy_46c7084df18b2b4580235a59,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48ad7def3605e657b19b,"recurring_assets_fair_value_lvl1::(group_rank(ts_delta(field,#)/cap,sector))*rank(ts_mean(volume,#)/field#)",legacy_6fafbe74510db8cc72dc892f,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48b414e0777d4c28204a,"anl4_fs_detail_estimate_1qf_v4_nd_ebitda_low::group_neutralize(ts_zscore(field/cap,#)*rank(ts_std_dev(returns,#)),sector)",legacy_894c83a5d28696abe2d57039,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48b6ab0290b5f22baa76,"net_operating_lease_rent_expense::group_neutralize(ts_zscore(field,#),subindustry)",legacy_08104c6d5f2377bf542629f5,2,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48b77d22506c12d8e16e,"fnd6_intc::group_neutralize(rank(field/cap),bucket(rank(cap),field=""#,#,#""))",legacy_44cbfd13536b4870a6ba0504,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48b9a3b4a0ff2850af1b,"mdl77_valueanalystmodelqva_yoychgshares::group_neutralize(ts_rank(field#field,#),market)",legacy_0860a02ef2669826e4b0c2d6,1,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
cluster_48d4c6773ddd46599ea4,"gross_profit_margin_ttm_2::group_neutralize(ts_zscore(field/cap,#)-ts_zscore(field/cap,#),market)",legacy_7fa5b632119ac6d2ef8dd568,3,0,0,RUN_BLOCKED_GATE_SNAPSHOT_STALE_OR_MISSING
