候选ID,策略家族,来源,分数,表达式,alpha_id,status,sharpe,fitness,turnover,returns,margin,drawdown,error,处理时间
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_stddev_ebitda_fy4/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",N1b1gxxp,COMPLETE,0.2,0.06,0.1354,0.0106,0.000157,0.1483,,2026-08-02T12:01:43.295635+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_median_ebitda_fy5/cap,126)*rank(ts_mean(volume,63)/adv20),market)",3qpqaZ8Q,COMPLETE,0.24,0.1,0.1567,0.026,0.000331,0.2722,,2026-08-02T12:02:58.900194+00:00
arch_hybrid_z_liq:primary,arch_hybrid_z_liq,proven,11.35,"group_neutralize(ts_zscore(anl14_median_ebitda_fy4/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",leWeQ6Ne,COMPLETE,0.39,0.18,0.1473,0.0309,0.000419,0.2327,,2026-08-02T12:04:20.337863+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_normal_decrease_fy1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",0mpme7gq,COMPLETE,0.36,0.05,1.707,0.0368,4.3e-05,0.4144,,2026-08-02T12:06:36.992089+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_normal_increase_fy2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",78z8aZ3L,COMPLETE,0.08,0.01,1.7304,0.0082,9e-06,0.2296,,2026-08-02T12:08:05.938975+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_normal_decrease_fy2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",6XpXaMk5,COMPLETE,0.54,0.1,1.7306,0.0587,6.8e-05,0.1816,,2026-08-02T12:09:26.609271+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_normal_increase_fq1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",RRmR2Ke1,COMPLETE,0.14,0.01,1.7282,0.0171,2e-05,0.3434,,2026-08-02T12:10:47.601033+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_normal_decrease_fq1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",WjAjNjRP,COMPLETE,0.06,0.0,1.7322,0.0071,8e-06,0.3726,,2026-08-02T12:12:08.279409+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_normal_increase_fq2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",78z8x9E2,COMPLETE,0.4,0.07,1.7463,0.0559,6.4e-05,0.2349,,2026-08-02T12:14:57.336635+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_normal_decrease_fq2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",LLGLn6Jv,COMPLETE,0.74,0.17,1.7444,0.0966,0.000111,0.3741,,2026-08-02T12:16:27.553248+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovation_score_fy1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",9qpq9RW1,COMPLETE,0.02,0.0,1.7053,0.0025,3e-06,0.3759,,2026-08-02T12:18:08.004053+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovation_score_fy2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",j262njl5,COMPLETE,0.31,0.04,1.7286,0.0336,3.9e-05,0.2364,,2026-08-02T12:19:52.911930+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovation_score_fq1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",GrGrngjx,COMPLETE,0.6,0.12,1.7302,0.0716,8.3e-05,0.2791,,2026-08-02T12:21:07.476096+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovation_score_fq2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",kqPqnG2k,COMPLETE,-0.42,-0.07,1.7656,-0.0538,-6.1e-05,0.5966,,2026-08-02T12:22:26.692484+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovate_decrease_fy1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",wpap5kml,COMPLETE,-0.03,-0.0,1.7055,-0.0036,-4e-06,0.4355,,2026-08-02T12:23:57.344026+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovate_increase_fy1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",VkGkXAMY,COMPLETE,0.4,0.06,1.7049,0.0409,4.8e-05,0.2018,,2026-08-02T12:25:18.331879+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovate_increase_fy2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",E5G5kW7m,COMPLETE,0.5,0.09,1.7338,0.0538,6.2e-05,0.203,,2026-08-02T12:26:36.812050+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovate_decrease_fy2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",vRNRd0OA,COMPLETE,-0.17,-0.02,1.7259,-0.0178,-2.1e-05,0.3331,,2026-08-02T12:28:08.054296+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovate_decrease_fq1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",wpapLzAd,COMPLETE,-0.82,-0.19,1.7289,-0.0974,-0.000113,1.1964,,2026-08-02T12:29:19.048089+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovate_increase_fq1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",P0G0v3Xx,COMPLETE,0.23,0.03,1.7311,0.0273,3.2e-05,0.3436,,2026-08-02T12:30:48.500552+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovate_decrease_fq2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",O0G0oNKb,COMPLETE,0.29,0.04,1.7597,0.0386,4.4e-05,0.3206,,2026-08-02T12:32:40.767788+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_innovate_increase_fq2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",JjGjb3Gx,COMPLETE,-0.17,-0.02,1.7631,-0.0226,-2.6e-05,0.355,,2026-08-02T12:33:57.427485+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fy1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",58p8MeKJ,COMPLETE,0.0,0.0,1.7086,0.0004,0.0,0.3756,,2026-08-02T12:35:26.363551+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fy2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",j2621pNE,COMPLETE,0.21,0.02,1.7276,0.0225,2.6e-05,0.2447,,2026-08-02T12:36:39.488243+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fq1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",xANAnAJN,COMPLETE,0.36,0.06,1.7249,0.0426,4.9e-05,0.3102,,2026-08-02T12:38:05.422848+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fq2,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",pwNw7Oqj,COMPLETE,-0.65,-0.14,1.7616,-0.0853,-9.7e-05,0.9084,,2026-08-02T12:39:27.227921+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,10.7,"group_neutralize(ts_zscore(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_consensus_fy1,126)/cap,126)*rank(ts_mean(volume,63)/adv20),sector)",blQl9VMr,COMPLETE,0.1,0.01,1.7062,0.0098,1.2e-05,0.3824,,2026-08-02T12:40:51.246616+00:00
improved_round2_1,基本面多因子组合,,,"group_neutralize(ts_zscore(book_value/cap, 252) * rank(ts_decay_linear(volume/adv20, 252)), sector)",,ERROR,,,,,,,simulation submit failed with HTTP 400,2026-08-02T13:07:08.606757+00:00
improved_round2_2,基本面多因子组合,,,"group_neutralize(rank(ts_zscore(fcf/cap, 252)), subindustry)",,ERROR,,,,,,,simulation submit failed with HTTP 400,2026-08-02T13:07:12.955577+00:00
improved_round2_3,基本面多因子组合,,,"group_neutralize(rank(ts_zscore(ebitda/cap, 252)) + 0.5*rank(ts_zscore(revenue/cap, 252)), sector)",,ERROR,,,,,,,simulation submit failed with HTTP 400,2026-08-02T13:07:15.753416+00:00
improved_round2_4,基本面多因子组合,,,"group_neutralize(ts_zscore(revenue/total_assets, 252) * rank(ts_decay_linear(1/turnover_volatility, 252)), sector)",,ERROR,,,,,,,simulation submit failed with HTTP 400,2026-08-02T13:07:18.554623+00:00
improved_round2_5,基本面多因子组合,,,"group_neutralize(rank(ts_zscore(ebitda/cap, 252)) + rank(ts_zscore(fcf/cap, 252)) - rank(ts_zscore(debt/total_assets, 252)), sector)",,ERROR,,,,,,,simulation submit failed with HTTP 400,2026-08-02T13:07:21.380278+00:00
improved_round2_6,基本面多因子组合,,,"group_neutralize(ts_zscore(ts_mean(fcf/cap, 252) - ts_mean(fcf/cap, 504), 252), subindustry)",,ERROR,,,,,,,simulation submit failed with HTTP 400,2026-08-02T13:07:24.204822+00:00
improved_round2_7,基本面多因子组合,,,"group_neutralize(rank(ts_zscore(book_value/cap, 252)) * rank(ts_decay_linear(volume, 252)), sector)",,ERROR,,,,,,,simulation submit failed with HTTP 400,2026-08-02T13:07:27.043494+00:00
improved_round2_8,基本面多因子组合,,,"group_neutralize(ts_zscore(ebitda/cap, 252) / ts_stddev(ebitda/cap, 252), sector)",,ERROR,,,,,,,simulation submit failed with HTTP 400,2026-08-02T13:07:29.845199+00:00
